address,code,lat,lng,name,storeType
彰化縣芬園鄉彰南路三段496號,N,,,芬園服務中心,直營服務中心
彰化縣永靖鄉瑚璉路433號,N,,,永靖服務中心,直營服務中心
新竹縣新豐鄉新興路167之5號,J,,,新豐新興特約服務中心,特約服務中心
雲林縣東勢鄉東勢東路349號,P,,,東勢厝服務中心,直營服務中心
雲林縣褒忠鄉中正路67號,P,,,褒忠服務中心,直營服務中心
雲林縣台西鄉民生路78號,P,,,台西服務中心,直營服務中心
連江縣南竿鄉介壽村2號,Z,,,馬祖服務中心,直營服務中心
馬祖北竿鄉塘岐村260號,Z,,,北竿服務中心,直營服務中心
澎湖縣馬公市信義路3號,X,,,澎湖服務中心,直營服務中心
台東縣台東市中華路一段557號,V,,,台東新生特約服務中心,特約服務中心
台東縣台東市更生路115號,V,,,台東更生二特約服務中心,特約服務中心
嘉義縣東石鄉東石村4號之4,Q,,,東石服務中心,直營服務中心
嘉義縣義竹鄉岸腳村59號之23,Q,,,義竹服務中心,直營服務中心
台南市佳里區延平路106號,R,,,佳里延平服務中心,直營服務中心
台南市佳里區進學路256號,R,,,佳里服務中心,直營服務中心
台南市西港區文化路60號,R,,,西港服務中心,直營服務中心
台南市七股區大埕里373號,R,,,七股服務中心,直營服務中心
花蓮縣壽豐鄉壽豐村壽豐路一段109號,U,,,壽豐服務中心,直營服務中心
花蓮縣鳳林鎮中正路二段62號,U,,,鳳林服務中心,直營服務中心
花蓮縣瑞穗鄉中山路一段176號,U,,,瑞穗服務中心,直營服務中心
花蓮縣富里鄉中山路376號,U,,,富里服務中心,直營服務中心
花蓮縣花蓮市中山路469號,U,,,花蓮中山特約服務中心,特約服務中心
高雄市鳳山區鳳頂路61號,S,,,桂林服務中心,直營服務中心
高雄市仁武區八德南路351號,S,,,澄觀服務中心,直營服務中心
高雄市仁武區鳳仁路280號之8,S,,,仁武服務中心,直營服務中心
彰化縣社頭鄉員集路二段555號,N,,,社頭服務中心,直營服務中心
彰化縣二水鄉員集路三段743號,N,,,二水服務中心,直營服務中心
彰化縣埤頭鄉斗苑西路36號,N,,,埤頭服務中心,直營服務中心
雲林縣元長鄉長南村仁愛路1號,P,,,元長服務中心,直營服務中心
雲林縣四湖鄉中山東路5號,P,,,四湖服務中心,直營服務中心
馬祖莒光鄉青帆村15號,Z,,,西莒服務中心,直營服務中心
馬祖莒光鄉大坪村3-1號,Z,,,東莒服務中心,直營服務中心
馬祖東引鄉樂華村71號,Z,,,東引服務中心,直營服務中心
澎湖縣馬公市五德里37號之1,X,,,澎南服務中心,直營服務中心
澎湖縣湖西鄉湖西村77號之16,X,,,湖西服務中心,直營服務中心
澎湖縣白沙鄉大赤崁村357號之2,X,,,白沙服務中心,直營服務中心
澎湖縣西嶼鄉池東村211號,X,,,西嶼服務中心,直營服務中心
嘉義縣鹿草鄉鹿草路65號,Q,,,鹿草服務中心,直營服務中心
嘉義縣太保市後潭里376號,Q,,,太保服務中心,直營服務中心
嘉義縣水上鄉中正路49號,Q,,,水上服務中心,直營服務中心
嘉義縣中埔鄉中埔村80號之4,Q,,,中埔服務中心,直營服務中心
台南市將軍區忠興里187號,R,,,將軍服務中心,直營服務中心
台南市北門區永隆里1號,R,,,北門服務中心,直營服務中心
台南市學甲區濟生路67號,R,,,學甲服務中心,直營服務中心
台南市新化區大德路30號,R,,,新化服務中心,直營服務中心
花蓮縣花蓮市中華路117號,U,,,花蓮中華特約服務中心,特約服務中心
花蓮縣吉安鄉中華路二段93之4、93之5,U,,,吉安中華特約服務中心,特約服務中心
花蓮縣吉安鄉建國路一段16號,U,,,花蓮建國特約服務中心,特約服務中心
高雄市大樹區復興街85號,S,,,九曲堂服務中心,直營服務中心
高雄市大寮區鳳林4路6號,S,,,大寮服務中心,直營服務中心
高雄市林園區林園北路367號,S,,,林園服務中心,直營服務中心
高雄市岡山區岡山路420號,S,,,岡德服務中心,直營服務中心
澎湖縣馬公市中華路263號,X,,,澎湖中華特約服務中心,特約服務中心
澎湖縣馬公市信義路3號,X,,,澎湖馬公特約服務中心,特約服務中心
嘉義縣竹崎鄉和平村坑仔坪160號,Q,,,竹崎服務中心,直營服務中心
嘉義縣梅山鄉中山路408號,Q,,,梅山服務中心,直營服務中心
嘉義縣番路鄉下坑村菜公店3號之11,Q,,,番路服務中心,直營服務中心
嘉義縣阿里山鄉中正村58號,Q,,,阿里山服務中心,直營服務中心
台南市善化區中山路246號,R,,,善化服務中心,直營服務中心
台南市新市區南科六路6號之1,R,,,南科服務中心,直營服務中心
台南市山上區南洲里381號,R,,,山上服務中心,直營服務中心
高雄市岡山區介壽路27號,S,,,岡山服務中心,直營服務中心
高雄市茄萣區白砂路100號,S,,,茄萣服務中心,直營服務中心
高雄市橋頭區成功路235號,S,,,橋頭服務中心,直營服務中心
高雄市阿蓮區民生路103號,S,,,阿蓮服務中心,直營服務中心
高雄市路竹區中正路117號,S,,,路竹服務中心,直營服務中心
嘉義縣朴子市文化北路2號,Q,,,朴子文化特約服務中心,特約服務中心
嘉義縣民雄鄉興南村頭橋29號,Q,,,民雄頭橋特約服務中心,特約服務中心
高雄市旗山區延平一路509號,S,,,旗山服務中心,直營服務中心
宜蘭縣宜蘭市東港路46號,G,,,宜蘭服務中心,直營服務中心
宜蘭縣宜蘭市神農路一段170號,G,,,宜大服務中心,直營服務中心
宜蘭縣頭城鎮民鋒路15號,G,,,頭城服務中心,直營服務中心
宜蘭縣礁溪鄉礁溪路四段128號,G,,,礁溪服務中心,直營服務中心
宜蘭縣羅東鎮公正路112號,G,,,羅東服務中心,直營服務中心
宜蘭縣冬山鄉冬山路一段879號,G,,,冬山服務中心,直營服務中心
宜蘭縣蘇澳鎮中山路一段220號,G,,,蘇澳服務中心,直營服務中心
宜蘭縣三星鄉中山路26號,G,,,三星服務中心,直營服務中心
宜蘭縣宜蘭市中山路三段105號,G,,,宜蘭中山特約服務中心,特約服務中心
宜蘭縣宜蘭市神農路一段123號,G,,,宜蘭神農特約服務中心,特約服務中心
宜蘭縣羅東鎮興東路129號,G,,,羅東興東特約服務中心,特約服務中心
宜蘭縣羅東鎮中正南路65之3號,G,,,羅東中正南特約服務中心,特約服務中心
宜蘭縣羅東鎮中正路82號,G,,,羅東中正特約服務中心,特約服務中心
屏東縣屏東市民生路343號,T,,,屏東服務中心,直營服務中心
屏東縣屏東市棒球路10號,T,,,建國服務中心,直營服務中心
屏東縣屏東市廣東路607號,T,,,廣華服務中心,直營服務中心
屏東市民生路61號之22,T,,,屏大服務中心,直營服務中心
屏東縣潮州鎮新生路123號,T,,,潮州服務中心,直營服務中心
屏東縣東港鎮中正路227號,T,,,東港服務中心,直營服務中心
屏東縣恆春鎮省北路64號,T,,,恆春服務中心,直營服務中心
屏東縣萬丹鄉萬丹路一段406號,T,,,萬丹服務中心,直營服務中心
屏東縣里港鄉中山路2號,T,,,里港服務中心,直營服務中心
屏東縣鹽埔鄉興學路3號,T,,,鹽埔服務中心,直營服務中心
屏東縣高樹鄉興中路327號之1,T,,,高樹服務中心,直營服務中心
屏東縣內埔鄉南寧路192號,T,,,內埔服務中心,直營服務中心
屏東縣枋寮鄉中山路240號,T,,,枋寮服務中心,直營服務中心
屏東縣新園鄉永吉路21號,T,,,新園服務中心,直營服務中心
屏東縣林邊鄉中山路70號,T,,,林邊服務中心,直營服務中心
屏東縣南州鄉仁里路27號,T,,,南州服務中心,直營服務中心
屏東縣佳冬鄉佳和路130號,T,,,佳冬服務中心,直營服務中心
屏東縣琉球鄉中興路39號,T,,,琉球服務中心,直營服務中心
屏東縣屏東市民族路118號,T,,,屏東民族特約服務中心,特約服務中心
屏東縣屏東市華盛街7之2號,T,,,屏東華盛特約服務中心,特約服務中心
